proxy_session_id,/graduate/physical-therapy.html,/sciences-math/marine-science.html,/business/hospitality-tourism-program.html,/graduate/public-health.html,/arts-humanities/languages-culture.html,/graduate/doctor_nursing_practice.html,/arts-humanities/literature.html,/graduate/education.html,/graduate/environmental-science.html,/health-sciences/health-science.html,/graduate/mba-healthcare-administration.html,/health-sciences/exercise-science.html,/business/finance.html,/sciences-math/geology.html,/graduate/holocaust-genocide-studies.html,/graduate/instructional-technology.html,/graduate/nursing.html,/business/hemp-cannabis-business-management.html,/arts-humanities/historical-studies.html,/sciences-math/energy.html,/graduate/data-science_strategic-analytics.html,/graduate/counseling.html,/sciences-math/environmental-science.html,/graduate/coastal-zone-management.html,/business/esports-management.html,/business/entrepreneurship.html,/graduate/accounting.html,/graduate/business-administration.html,/graduate/american-studies.html,/social-behavioral-sciences/criminal-justice.html,/arts-humanities/digital-studies.html,/social-behavioral-sciences/economics.html,/education/education-programs.html,/arts-humanities/communication-studies.html,/business/computer-information-systems.html,/arts-humanities/academic-programs.html,/business/computer-science.html,/sciences-math/sustainability.html,/social-behavioral-sciences/social-work-bsw/index.html,/business/business-studies-program.html,/sciences-math/chemistry.html,/social-behavioral-sciences/sociology-anthropology.html,/health-sciences/public-health.html,/social-behavioral-sciences/psychology.html,/sciences-math/biology.html,/social-behavioral-sciences/political-science.html,/sciences-math/biochemistry.html,/arts-humanities/philosophy-religion.html,/business/business-analytics.html
/?twclid=29abu3147779chqu19rhq24oe0_20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/?twclid=2ezqqcx2twtin3gfnd1mkn9p1l_16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_0,10,3,7,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_0.0,0,0,0,0,0,0,0,6,5,14,6,5,2,1,5,3,3,1,3,0,4,9,4,1,1,3,3,9,2,10,3,0,5,9,7,5,1,1,6,9,3,0,2,9,9,2,7,3,5
/_1,2,2,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_1.0,0,0,0,0,0,0,0,4,2,3,4,1,3,2,5,1,3,0,1,0,3,7,3,2,3,2,2,5,0,5,3,0,6,2,3,4,2,1,1,4,3,3,3,8,2,3,1,2,3
/_10,27,28,19,8,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_10.0,0,0,0,0,0,0,0,52,9,63,15,15,16,12,54,11,15,8,15,2,19,25,25,9,8,8,5,34,12,33,26,5,35,31,25,29,21,20,24,25,12,17,10,23,26,16,12,13,16
/_11,29,25,25,8,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_11.0,0,0,0,0,0,0,0,52,13,68,13,33,18,6,44,12,14,12,16,3,17,26,28,9,7,10,9,32,8,23,19,6,59,23,21,31,12,7,27,28,16,13,10,39,33,15,8,6,14
/_12,30,31,20,7,13,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_12.0,0,0,0,0,0,0,0,51,6,52,13,38,15,6,44,6,16,8,9,0,18,29,19,9,9,8,5,26,7,47,12,13,44,33,23,21,13,9,25,29,8,15,8,31,34,15,13,6,10
/_13,34,27,20,12,17,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_13.0,0,0,0,0,0,0,0,57,14,57,16,26,18,8,33,10,23,16,17,1,13,28,30,11,14,13,12,31,5,33,13,10,50,24,29,25,20,8,25,30,21,17,7,40,32,18,16,8,23
/_14,34,31,10,8,20,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_14.0,0,0,0,0,0,0,0,54,15,47,13,21,17,8,49,9,26,13,8,3,21,33,32,14,12,9,8,24,12,32,19,9,37,24,24,23,13,3,23,26,9,16,8,35,30,17,11,5,13
/_15,31,25,19,10,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_15.0,0,0,0,0,0,0,0,44,8,41,14,25,17,4,37,13,15,12,19,2,21,27,15,12,12,9,5,27,13,39,27,9,36,27,18,37,15,10,21,31,13,9,14,27,29,11,20,12,13
/_16,31,32,11,7,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_16.0,0,0,0,0,0,0,0,44,10,45,10,18,11,6,27,7,17,8,14,1,10,18,23,9,4,9,11,15,8,32,15,9,27,25,21,24,10,8,19,19,12,15,6,33,20,7,9,7,11
/_17,31,10,7,7,13,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_17.0,0,0,0,0,0,0,0,38,5,37,7,17,10,7,24,4,13,16,4,2,7,17,23,6,4,6,7,18,3,30,10,2,25,10,10,12,9,3,13,10,6,10,11,30,15,3,10,7,6
/_18,24,18,13,7,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_18.0,0,0,0,0,0,0,0,23,8,35,10,20,13,5,16,5,9,8,3,0,12,22,15,3,6,8,4,13,3,25,16,7,25,16,15,13,9,5,8,14,7,5,4,21,15,8,8,4,4
/_19,30,9,11,7,10,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_19.0,0,0,0,0,0,0,0,21,7,27,3,19,11,4,11,5,4,9,10,0,9,17,16,5,7,8,5,7,4,33,14,11,20,18,14,13,9,4,10,16,5,6,8,28,4,8,8,7,9
/_2,2,3,1,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_2.0,0,0,0,0,0,0,0,0,2,3,2,2,5,1,4,1,4,2,3,0,1,3,4,1,1,0,0,6,1,1,1,1,3,2,11,2,2,1,1,2,1,1,0,2,4,2,1,5,2
/_20,21,15,5,4,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_20.0,0,0,0,0,0,0,0,29,6,33,5,19,8,2,15,4,10,11,9,0,6,14,17,7,4,6,4,16,2,30,11,7,24,17,14,13,8,5,10,20,7,3,3,15,16,8,13,9,5
/_21,19,16,10,4,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_21.0,0,0,0,0,0,0,0,27,6,39,6,17,17,2,14,5,12,14,4,1,9,19,10,9,6,8,3,10,6,23,9,4,14,13,14,15,11,4,20,21,6,6,6,16,15,13,8,4,15
/_22,15,10,5,1,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_22.0,0,0,0,0,0,0,0,20,6,34,4,16,8,4,17,1,8,10,9,2,7,20,7,1,5,4,5,14,5,16,10,7,11,10,13,11,12,3,14,13,8,3,4,27,17,4,10,3,5
/_23,12,6,7,4,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_23.0,0,0,0,0,0,0,0,20,4,19,2,5,10,1,11,0,11,5,3,2,5,8,6,2,5,7,5,6,3,22,6,4,20,13,4,4,3,1,9,9,2,4,5,13,6,5,4,9,6
/_3,1,5,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_3.0,0,0,0,0,0,0,0,6,1,0,2,1,0,2,1,0,2,3,1,0,3,1,3,1,0,1,2,2,0,2,1,1,0,2,4,3,1,0,1,0,2,1,2,3,3,0,2,1,2
/_4,1,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_4.0,0,0,0,0,0,0,0,2,0,7,1,1,2,0,0,0,1,4,3,0,3,1,0,1,1,0,3,6,2,4,2,1,3,0,1,4,0,0,2,3,0,0,2,1,2,1,0,2,0
/_5,5,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_5.0,0,0,0,0,0,0,0,3,0,5,2,2,1,0,3,1,2,2,1,0,1,1,1,2,1,2,2,5,1,1,0,1,3,4,3,2,1,1,0,1,0,0,1,2,1,1,1,1,0
/_6,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_6.0,0,0,0,0,0,0,0,4,0,4,3,1,2,1,1,1,3,0,3,1,1,1,1,0,1,1,2,3,3,6,1,0,4,2,3,0,1,1,1,2,1,2,0,4,3,1,2,2,4
/_7,13,3,5,6,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_7.0,0,0,0,0,0,0,0,15,4,15,3,5,4,0,9,2,4,2,3,1,5,5,6,2,3,2,2,7,6,6,6,1,13,10,4,3,1,0,5,4,1,0,2,7,7,2,4,2,2
/_8,27,12,16,5,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_8.0,0,0,0,0,0,0,0,44,7,35,3,21,6,5,30,5,13,9,9,2,10,13,16,9,7,6,4,17,4,16,10,3,30,22,13,13,11,3,13,13,13,4,3,21,16,4,11,3,3
/_9,24,17,18,9,10,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/_9.0,0,0,0,0,0,0,0,42,6,46,11,20,15,11,32,5,23,10,13,0,19,18,18,3,11,13,5,28,8,28,15,12,25,28,23,16,22,9,23,28,9,6,6,34,17,11,6,10,18
/about-stockton/_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/about-stockton/_16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_16.0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
/about-stockton/_17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/about-stockton/_18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/_20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
/about-stockton/_8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/a-z-index.html_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
/about-stockton/a-z-index.html_12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/a-z-index.html_12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
/about-stockton/a-z-index.html_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/a-z-index.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/about-stockton/a-z-index.html_18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/a-z-index.html_22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/accessibility-statement.html_5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/digital-accessibility.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
/about-stockton/e-forms.html_8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/history.html_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
/about-stockton/history.html_14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/history.html_18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/history.html_8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/holiday.html_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/holiday.html_17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/holiday.html_9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/index.html_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/index.html_0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/index.html_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
/about-stockton/index.html_10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/index.html_11.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
/about-stockton/index.html_12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/about-stockton/index.html_12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
